12,intercom-rails
53,intercom
4,ace-rails-ap
1,active_utils
171,active_merchant
176,activemerchant
3,encryptor
12,attr_encryptor
238,iso4217
2552,iso3166
2,country_select
8,biggs
5,charlock_holmes
2,currency_data
9,easy_money
7,oj
69,rabl
76,apipie-rails
21,strong_parameters
1,weakref
5,ref
90,v8
107,execjs
114,coffee_script
119,coffee-script
135,coffee-rails
1,uglifier
72,chunky_png
303,compass
317,compass-rails
141,webrick
1,abbrev
44,highline
452,capistrano
2,parallel
8,parallel_tests
6,sextant
2,prettyprint
11,pp
2,coderay
3,ipaddr
1,debug_inspector.so
8,debug_inspector
16,binding_of_caller
69,better_errors
54,quiet_assets
2,meta_request
3,method_source
5,slop
3,readline
1,ruby_debug.so
1,tracelines19
64,linecache19
77,ruby-debug-base
2,columnize
1,e2mmap
100,irb
303,ruby-debug
309,debugger
621,pry
688,pry-rails
4,pry-debugger
11,coolline
298,pry-coolline
5,pry-stack_explorer
1,rspec-rails
1,find
20,listen
2,terminal-notifier-guard
71,launchy
81,letter_opener
1,English
8,hodel_3000_compliant_logger
19,oink
91,chronic
1,flux_capacitor
102,delorean
9,sprockets
92,tzinfo
1,hike
2,callsite
2,rdoc
1,bcrypt_ext
16,bcrypt
11,csv
6,optparse
14,active_support
2,action_pack
17,i18n
26,active_model
2,rack
59,action_dispatch
2,logger
2,psych.so
56,psych
2,yaml
1,base64
153,rails
2,bigdecimal
81,arel
139,active_record
50,abstract_controller
5,erb
15,action_view
84,action_controller
11,action_mailer
4,active_resource
4,pg_ext
9,pg
1159,haml
1162,haml-rails
3,jquery-rails
2,jquery-ui-rails
200,sass
4,sass-rails
212,bootstrap-sass
2,bootbox-rails
1,select2-rails
21,ostruct
57,json
3,orm_adapter
43,warden
71,journey
3,delegate
2,tmpdir
16,tempfile
265,devise
1,multi_json
129,simple_form
39,erubis
22,singleton
199,responders
208,inherited_resources
1,subexec
1,shellwords
25,mini_magick
2,carrierwave
292,acts-as-taggable-on
3,pg_search
29,whenever
3,acts_as_list
2,default_value_for
29,zentest_mapping
38,inline
58,fuzzystringmatch
59,state_machine
3,figaro
468,backports
1,descendants_tracker
538,virtus
2,request_store
62,draper
8,naught
4,open-uri
170,css_parser
7,htmlentities
199,premailer
134,nokogiri
111,load_parsers
1066,mail
15,delayed_job
20,delayed_job_active_record
24,tilt
152,delayed_job_web
47,builder
71,airbrake
77,delayed-plugins-airbrake
15,daemons
50,analytical
62,metric_parser
67,conditional_vendored_metric_parser
3,dependency_detection
8,conditional_vendored_dependency_detection
303,newrelic_rpm
12,intercom-rails
52,intercom
4,ace-rails-ap
1,active_utils
174,active_merchant
179,activemerchant
3,encryptor
11,attr_encryptor
234,iso4217
2563,iso3166
2,country_select
7,biggs
5,charlock_holmes
1,currency_data
9,easy_money
